"X1..REPORTING.YEAR","X2..TITLE.OF.CERTIFYING.OFFICIAL","X3..NAME.OF.CERTIFYING.OFFICIAL","X4..TRIFD","X5..NAME","X6..STREET","X7..CITY","X8..COUNTY","X9..STATE","X10..ZIP.CODE","X11..BIA.CODE","X12..TRIBE.NAME","X13..PARENT.COMPANY.NAME","X14..PARENT.COMPANY.DB.NR","X15..STANDARDIZED.PARENT.COMPANY.NAME","X16..EPA.REGISTRY.ID","X17..SUBMITTED.FACILITY.NAME","X18..SUBMITTED.STREET","X19..SUBMITTED.CITY","X20..SUBMITTED.COUNTY","X21..SUBMITTED.STATE","X22..SUBMITTED.ZIP.CODE","X23..SUBMITTED.BIA.CODE","X24..SUBMITTED.TRIBE.NAME","X25..SUBMITTED.PARENT.COMPANY.NAME","X26..SUBMITTED.PARENT.COMPANY.DB.NR","X27..SUBMITTED.STANDARDIZED.PARENT.COMPANY.NAME","X28..SUBMITTED.PRIMARY.NAICS.CODE","X29..SUBMITTED.INDUSTRY.CODE","X30..SUBMITTED.INDUSTRY.NAME","X31..MAILING.NAME","X32..MAILING.STREET","X33..MAILING.CITY","X34..MAILING.STATE","X35..MAILING.PROVINCE","X36..MAILING.ZIP.CODE","X37..ENTIRE.FACILITY.IND","X38..PARTIAL.FACILITY.IND","X39..FEDERAL.FACILITY.IND","X40..ASSIGNED.AGENCY","X41..GOCO.FACILITY.IND","X42..ASSIGNED.FED.FACILITY.FLAG","X43..ASSIGNED.PARTIAL.FACILITY.FLAG","X44..PUBLIC.CONTACT.NAME","X45..PUBLIC.CONTACT.PHONE","X46..PUBLIC.CONTACT.PHONE.EXT","X47..PUBLIC.CONTACT.EMAIL","X48..PRIMARY.SIC.CODE","X49..SIC.CODE.2","X50..SIC.CODE.3","X51..SIC.CODE.4","X52..SIC.CODE.5","X53..SIC.CODE.6","X54..INDUSTRY.CODE","X55..INDUSTRY.NAME","X56..PRIMARY.NAICS.CODE","X57..NAICS.CODE.2","X58..NAICS.CODE.3","X59..NAICS.CODE.4","X60..NAICS.CODE.5","X61..NAICS.CODE.6","X62..LATITUDE","X63..LONGITUDE","X64..DB.NR.A","X65..DB.NR.B","X66..RCRA.NR.A","X67..RCRA.NR.B","X68..RCRA.NR.C","X69..RCRA.NR.D","X70..RCRA.NR.E","X71..RCRA.NR.F","X72..RCRA.NR.G","X73..RCRA.NR.H","X74..RCRA.NR.I","X75..RCRA.NR.J","X76..NPDES.NR.A","X77..NPDES.NR.B","X78..NPDES.NR.C","X79..NPDES.NR.D","X80..NPDES.NR.E","X81..NPDES.NR.F","X82..NPDES.NR.G","X83..NPDES.NR.H","X84..NPDES.NR.I","X85..NPDES.NR.J","X86..LAST.YEAR.THE.FACILITY.REPORTED","X87..FIRST.YEAR.THE.FACILITY.REPORTED","X88..NUMBER.OF.FORMS.SUBMITTED","X89..TOTAL.NUMBER.OF.FORMS.SUBMITTED","X20220921","KEEP"
2021,"PLANT MANAGER","ADAM OLSON","91730NNVTV853MI","ACCELLA POLYURETHANE SYSTEMS LLC","8530 MILLIKEN AVE","RANCHO CUCAMONGA","SAN BERNARDINO","CA",91730,NA,"","CARLISLE CORP","","CARLISLE COS INC",110025332959,"","","","","",NA,NA,"","","","",NA,999,"Other","ACCELLA POLYURETHANE SYSTEMS LLC","8530 MILLIKEN AVE","RANCHO CUCAMONGA","CA",NA,"91730","YES","NO","NO","","NO","NO","NO","ADAM OLSON",9099414999,3110,"ADAM.OLSON@CARLISLEPS.COM",2821,NA,NA,NA,NA,NA,325,"Chemicals",325211,NA,NA,NA,NA,NA,34.09846,-117.55582,NA,NA,"CAR000255000","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2005,3,49,NA,"INCLUDE"
2021,"CHIEF","PATEL ASH","91352CCRTN871TE","ACCURATE ENGINEERING CORP","8710 TELFAIR AVE","SUN VALLEY","LOS ANGELES","CA",91352,NA,"","","",NA,110000783313,"ACCURATE ENGINEERING CORP","8710 TELFAIR AVE","SUN VALLEY","LOS ANGELES","CA",91352,NA,"","","",NA,334412,334,"Computers and Electronic Products","ACCURATE ENGINEERING CORP","8710 TELFAIR AVE","SUN VALLEY","CA",NA,"91352","YES","NO","NO","","NO","NO","NO","SHITAL DESAI",8184873919,NA,"SD@ACCUENG.COM",NA,NA,NA,NA,NA,NA,334,"Computers and Electronic Products",334412,NA,NA,NA,NA,NA,34.22742,-118.38729,NA,NA,"CAD980892509","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2007,2,30,NA,"INCLUDE"
2021,"PROJECT ENGINEER","MAN HUYNH","90723CCLRW14105","ACE CLEARWATER ENTERPRISES INC","14105 S GARFIELD AVE","PARAMOUNT","LOS ANGELES","CA",90723,NA,"","","",NA,110000898501,"ACE CLEARWATER ENTERPRISES INC","14105 S GARFIELD AVE","PARAMOUNT","LOS ANGELES","CA",90723,NA,"","","",NA,336413,336,"Transportation Equipment","ACE CLEARWATER ENTERPRISES INC","19815 MAGELLAN DR","TORRANCE","CA",NA,"90502","YES","NO","NO","","NO","NO","NO","MANUEL SERRANO",3105385380,NA,"MSERRANO@ACECLEARWATER.COM",3728,3462,3463,NA,NA,NA,336,"Transportation Equipment",336413,NA,NA,NA,NA,NA,33.90532,-118.16888,9534801,NA,"CAD009520636","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1991,1,28,NA,"INCLUDE"
2021,"MANUFACTURING DIRECTOR,  PROPRIETARY PRODUCTS","PAUL KRAUS","93606CTGRN4516N","ACTAGRO LLC","4516 N HOWARD AVE","BIOLA","FRESNO","CA",93606,NA,"","NUTRIEN","146014423","",110000517726,"ACTAGRO LLC","4516 N HOWARD AVE","BIOLA","FRESNO","CA",93606,NA,"","NUTRIEN","146014423","",325314,325,"Chemicals","ACTAGRO LLC","PO BOX 309","BIOLA","CA",NA,"93606","YES","NO","NO","","NO","NO","NO","MARIE DEHAAN",8703753112,NA,"MARIE.DEHAAN@NUTRIEN.COM",2875,NA,NA,NA,NA,NA,325,"Chemicals",325314,NA,NA,NA,NA,NA,36.800833,-120.024444,806627618,NA,"CAL000306975","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1988,4,53,NA,"INCLUDE"
2021,"QC MANAGER","DENNIS BRANNON","9135WCTVMG93561","ACTIVE MAGNETIC INSPECTION INC.","9356 1/2 SAN FERNANDO ROAD UNIT B","SUN VALLEY","LOS ANGELES","CA",91352,NA,"","","",NA,110019001747,"ACTIVE MAGNETIC INSPECTION INC.","9356 1/2 SAN FERNANDO ROAD UNIT B","SUN VALLEY","LOS ANGELES","CA",91352,NA,"","","",NA,332813,332,"Fabricated Metals","ACTIVE MAGNETIC INSPECTION INC.","9356 1/2 SAN FERNANDO RD UNIT B","SUN VALLEY","CA",NA,"91352","YES","NO","NO","","NO","NO","NO","DAVID HERRERA",8185040677,NA,"ACTIVEMAG1@AOL.COM",NA,NA,NA,NA,NA,NA,332,"Fabricated Metals",332813,NA,NA,NA,NA,NA,34.23923,-118.392765,NA,NA,"CAD981676760","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2011,3,33,NA,"INCLUDE"
2021,"ADMINISTRATOR","JACALENE MCEVOY","9230WDLNTP1223V","ADELANTO PLANT 19","12203 VIOLET RD","ADELANTO","SAN BERNARDINO","CA",92301,NA,"","MCC DEVELOPMENT CORP","838030492","MCC DEVELOPMENT CORP",110041626906,"ADELANTO PLANT 19","12203 VIOLET RD","ADELANTO","SAN BERNARDINO","CA",92301,NA,"","MCC DEVELOPMENT CORP","838030492","MCC DEVELOPMENT CORP",327320,327,"Nonmetallic Mineral Product","ADELANTO PLANT 19","PO BOX 3600","CORONA","CA",NA,"92878","YES","NO","NO","","NO","NO","NO","JACKIE MCEVOY",9514936500,NA,"JACKIEM@RRMCA.COM",NA,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,34.56105,-117.39785,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2009,1,13,NA,"INCLUDE"
2021,"HSE","HANK WILLIAMS","92173HNYWL2055D","ADEMCO INC","2055 DUBLIN DR","SAN DIEGO","SAN DIEGO","CA",92154,NA,"","ADEMCO INC","139691877","",110000479063,"ADEMCO INC","2055 DUBLIN DR","SAN DIEGO","SAN DIEGO","CA",92154,NA,"","ADEMCO INC","139691877","",334519,334,"Computers and Electronic Products","ADEMCO INC","2055 DUBLIN DR","SAN DIEGO","CA",NA,"92154","YES","NO","NO","","NO","NO","NO","ARTURO VALDES",6196234786,NA,"ARTURO.VALDES@RESIDEO.COM",3822,NA,NA,NA,NA,NA,334,"Computers and Electronic Products",334519,NA,NA,NA,NA,NA,32.56081,-116.97543,1332252,NA,"CAD983590506","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1991,3,99,NA,"INCLUDE"
2021,"OPERATIONS MANAGER","GREG ALLEE","9262WDVNCD225PA","ADVANCED MICRO INSTRUMENTS INC","225 PAULARINO AVE","COSTA MESA","ORANGE","CA",92626,NA,"","MCNALLY CAPITAL LLC","963033282","",110070592939,"ADVANCED MICRO INSTRUMENTS INC","225 PAULARINO AVE","COSTA MESA","ORANGE","CA",92626,NA,"","MCNALLY CAPITAL LLC","963033282","",334513,334,"Computers and Electronic Products","ADVANCED MICRO INSTRUMENTS INC","225 PAULARINO AVE","COSTA MESA","CA",NA,"92626","YES","NO","NO","","NO","NO","NO","GREG ALLEE",7148485533,1017,"GALLEE@AMIO2.COM",NA,NA,NA,NA,NA,NA,334,"Computers and Electronic Products",334513,NA,NA,NA,NA,NA,33.680725,-117.875317,949805451,NA,"CAL000446570","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2021,1,1,NA,"INCLUDE"
2021,"MANAGER","JOHN PAQUETTE","95050DVNCD2210W","ADVANCED RADIATION CORP","2210 WALSH AVE","SANTA CLARA","SANTA CLARA","CA",95050,NA,"","","",NA,110008062014,"","","","","",NA,NA,"","","","",NA,999,"Other","ADVANCED RADIATION CORP","2210 WALSH AVE","SANTA CLARA","CA",NA,"95050","YES","NO","NO",NA,"NO","NO","NO","JOHN PAQUETTE",4087279200,108,"JPPAQUETTE@ARC-LAMPS.COM",3641,NA,NA,NA,NA,NA,335,"Electrical Equipment",335110,NA,NA,NA,NA,NA,37.36951,-121.963533,57448276,NA,"CAL000128470","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2000,1,22,NA,"INCLUDE"
2021,"CHEMIST","AKRAM ALAWAR","91402CRWNC14660","AERO CHROME PLATING","14660 ARMINTA ST","PANORAMA CITY","LOS ANGELES","CA",91402,NA,"","TMW CORP","792998833","TMW CORP",110000477092,"AERO CHROME PLATING","14660 ARMINTA ST","PANORAMA CITY","LOS ANGELES","CA",91402,NA,"","TMW CORP","792998833","TMW CORP",332813,332,"Fabricated Metals","AERO CHROME PLATING","14660 ARMINTA ST","PANORAMA CITY","CA",NA,"91402","YES","NO","NO",NA,"NO","NO","NO","GARY BERGER FAMILY TRUST",8183741074,NA,"SHANNON@AERO-CHROME.COM",3471,NA,NA,NA,NA,NA,332,"Fabricated Metals",332813,NA,NA,NA,NA,NA,34.2134,-118.45204,792998833,NA,"CAD072924103","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1996,1,21,NA,"INCLUDE"
2021,"VICE PRESIDENT - HUMAN RESOURCES","ROBERT DASILVA","90501CNSYS548AM","AERO-ELECTRIC CONNECTOR INC.","518 AMAPOLA AVE","TORRANCE","LOS ANGELES","CA",90501,NA,"","CONESYS INC","11556719","CONESYS INC",110041514117,"AERO-ELECTRIC CONNECTOR INC.","518 AMAPOLA AVE","TORRANCE","LOS ANGELES","CA",90501,NA,"","CONESYS INC","11556719","CONESYS INC",332813,332,"Fabricated Metals","AERO-ELECTRIC CONNECTOR INC.","548 AMAPOLA AVE.","TORRANCE","CA",NA,"90501","YES","NO","NO","","NO","NO","NO","BOB DASILVA",3106183737,167,"BDASILVA@CONESYS.COM",3678,NA,NA,NA,NA,NA,332,"Fabricated Metals",332813,NA,NA,NA,NA,NA,33.843,-118.32349,11556719,NA,"CAR000181685","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2005,4,56,NA,"INCLUDE"
2021,"DIRECTOR, OPERATIONS & SUPPLY CHAIN","EDMUND ENRIQUEZ","9072WRCRFT1571M","AEROCRAFT HEAT TREATING CO. INC","15701 MINNESOTA AVENUE","PARAMOUNT","LOS ANGELES","CA",90723,NA,"","BERKSHIRE HATHAWAY INC","1024314","BERKSHIRE HATHAWAY INC",110001201173,"AEROCRAFT HEAT TREATING CO. INC","15701 MINNESOTA AVENUE","PARAMOUNT","LOS ANGELES","CA",90723,NA,"","BERKSHIRE HATHAWAY INC","1024314","BERKSHIRE HATHAWAY INC",332811,332,"Fabricated Metals","AEROCRAFT HEAT TREATING CO. INC","15701 MINNESOTA AVE","PARAMOUNT","CA",NA,"90723","YES","NO","NO","","NO","NO","NO","LUC ONG",5626331131,NA,"LUC.ONG@CFWORKS.COM",NA,NA,NA,NA,NA,NA,332,"Fabricated Metals",332811,NA,NA,NA,NA,NA,33.89029,-118.1667,9540824,NA,"CAL000377627","CAD009540824","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2006,3,62,NA,"INCLUDE"
2021,"","RICHARD SUTTON","9283WRFTLL1425S","AEROFIT LLC","1425 S ACACIA AVE","FULLERTON","ORANGE","CA",92831,NA,"","STANLEY BLACK & DECKER","1152461","",110041380608,"AEROFIT LLC","1425 S ACACIA AVE","FULLERTON","ORANGE","CA",92831,NA,"","STANLEY BLACK & DECKER","1152461","",332912,332,"Fabricated Metals","AEROFIT LLC","1425 S ACACIA AVE","FULLERTON","CA",NA,"92831","YES","NO","NO","","NO","NO","NO","RICHARD SUTTON",7145215060,NA,"RSUTTON@AEROFIT.COM",NA,NA,NA,NA,NA,NA,332,"Fabricated Metals",332912,NA,NA,NA,NA,NA,33.857014,-117.898022,NA,NA,"CAR000264580","CAL000299262","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2019,1,2,NA,"INCLUDE"
2021,"GENERAL MANAGER","JOHN MARSHALL","9135WRSPCD2554R","AEROSPACE DYNAMICS INTERNATIONAL INC","25540 RYE CANYON RD","VALENCIA","LOS ANGELES","CA",91355,NA,"","BERKSHIRE HATHAWAY INC","1024314","BERKSHIRE HATHAWAY INC",110066559067,"AEROSPACE DYNAMICS INTERNATIONAL INC.","25571-25575 RYE CANYON RD","VALENCIA","LOS ANGELES","CA",91355,NA,"","BERKSHIRE HATHAWAY INC","1024314","BERKSHIRE HATHAWAY INC",336413,336,"Transportation Equipment","AEROSPACE DYNAMICS INTERNATIONAL INC.","25540 RYE CANYON ROAD","VALENCIA","CA",NA,"91355","YES","NO","NO","","NO","NO","NO","KENNETH E. SORENSEN",4254959870,NA,"KEN.SORENSEN@PCCAIRFRAME.COM",NA,NA,NA,NA,NA,NA,336,"Transportation Equipment",336413,NA,NA,NA,NA,NA,34.43398,-118.58331,602117954,NA,"CAL000398334","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2010,2,13,NA,"INCLUDE"
