"EIS.Facility.ID","Agency.Identifier","Program.System.Code","State","County","State.and.County.Code","Tribal.Name","Facility.Name","Company.Name","NAICS..Primary.","Facility.Source.Type","Operating.Status","Site.Latitiude","Site.Longitude","Physical.Address","City","State.1","Zip.Code","eis$EIS.Facility.ID","KEEP"
1396711,"561134458","CARB","CA","Ventura",6111,NA,"GOOCH & HOUSEGO (CALIFORNIA) LLC","GOOCH & HOUSEGO (CALIFORNIA) LC",333314,"","OP",34.281861,-118.873811,"554 FLYNN AVENUE","MOORPARK","CA","93021",1396711,"INCLUDE"
2141411,"43130310054","CARB","CA","Santa Clara",6085,NA,"GOOCH & HOUSEGO (PALO ALTO) LLC","CRYSTAL TECHNOLOGY, INC",334419,"","OP",37.42975,-122.10767,"1040 E MEADOW CIRCLE","PALO ALTO","CA","94303",2141411,"INCLUDE"
18132211,"1130323087","CARB","CA","Alameda",6001,NA,"GOOCH AND HOUSEGO (PALO ALTO) LLC","GOOCH AND HOUSEGO (PALO ALTO) LLC",334419,"","OP",37.498854,-121.982947,"44247 NOBEL DRIVE","FREMONT","CA","94538",18132211,"INCLUDE"
119711,"19102646179","CARB","CA","Los Angeles",6037,NA,"Good Bedrooms","Na",337215,"","ONRE",33.86984,-118.22261,"220 Manville Street","Compton","CA","90220",119711,"INCLUDE"
66911,"191026000000","CARB","CA","Los Angeles",6037,NA,"Good Tables","Na",337215,"","ONRE",33.82352,-118.25437,"1118 East 223rd. Street","Carson","CA","90745",66911,"INCLUDE"
773211,"1130311955","CARB","CA","Alameda",6001,NA,"Goodnight Room Inc","Na",337121,"","OP",37.78532,-122.30208,"2450 Saratoga St, Bldg114","Alameda","CA","94501",773211,"INCLUDE"
7876811,"19102611998","CARB","CA","Los Angeles",6037,NA,"GOODRICH CORPORATION","GOODRICH CORPORATION",336413,"Aircraft, Aerospace, or Related Parts Plant","OP",33.93061,-118.07212,"11120 S NORWALK BLVD","SANTA FE SPRINGS","CA","90670",7876811,"INCLUDE"
2261911,"1910262378","CARB","CA","Los Angeles",6037,NA,"Goodwill Ind Of So Cal","Na",333318,"","OP",34.07726,-118.22233,"342 San Fernando Rd","Los Angeles","CA","90031",2261911,"INCLUDE"
10456511,"113032796","CARB","CA","Alameda",6001,NA,"GOODWOOD CABINETS, INC","GOODWOOD CABINETS, INC",337110,"","OP",37.72347,-122.16939,"1235 PHOENIX WAY","SAN LEANDRO","CA","94577",10456511,"INCLUDE"
14250011,"43130319043","CARB","CA","Santa Clara",6085,NA,"GOOGLE","GOOGLE",334111,"","OP",37.424534,-122.078184,"2081 STIERLIN COURT","MOUNTAIN VIEW","CA","94043",14250011,"INCLUDE"
18599211,"42112511608","CARB","CA","Santa Barbara",6083,NA,"GOOGLE - CASTILIAN DRIVE","GOOGLE, LLC.",334413,"","OP",34.433382,-119.863621,"55 CASTILIAN DRIVE","GOLETA","CA","93117",18599211,"INCLUDE"
19507911,"43130324681","CARB","CA","Santa Clara",6085,NA,"GOOGLE LLC","GOOGLE LLC",334290,"","OP",37.408396,-121.954002,"225 W TASMAN DRIVE","SAN JOSE","CA","95134",19507911,"INCLUDE"
18782711,"43130322584","CARB","CA","Santa Clara",6085,NA,"GOOGLE LLC - RLS1","GOOGLE LLC - RLS1",334111,"","OP",37.422166,-122.084081,"100 MAYFIELD AVENUE","MOUNTAIN VIEW","CA","94043",18782711,"INCLUDE"
18782811,"43130324040","CARB","CA","Santa Clara",6085,NA,"GOOGLE LLC, C/O CBRE INC","GOOGLE LLC, C/O CBRE INC",334614,"","OP",37.413612,-122.010226,"400 E CARIBBEAN DRIVE","SUNNYVALE","CA","94089",18782811,"INCLUDE"
19508411,"43130324871","CARB","CA","Santa Clara",6085,NA,"GOOGLE LLC/CBRE","GOOGLE LLC/CBRE",334111,"","OP",37.414528,-122.082366,"1555 PLYMOUTH STREET","MOUNTAIN VIEW","CA","94043",19508411,"INCLUDE"
14185011,"43130318898","CARB","CA","Santa Clara",6085,NA,"GOOGLE, INC","GOOGLE, INC",334111,"","OP",37.424824,-122.073664,"1200 CRITTENDEN LN, BLDG #30 &","MOUNTAIN VIEW","CA","94043",14185011,"INCLUDE"
1642311,"4313031857","CARB","CA","Santa Clara",6085,NA,"GORILLA CIRCUITS","GORILLA CIRCUITS",334220,"","OP",37.369853,-121.896253,"1509 BERGER DRIVE","SAN JOSE","CA","95112",1642311,"INCLUDE"
19290411,"1130321718","CARB","CA","Alameda",6001,NA,"GORILLA COATINGS","GORILLA COATINGS",333415,"","OP",37.694985,-122.168573,"14551 GRIFFITH STREET","SAN LEANDRO","CA","94577",19290411,"INCLUDE"
3414411,"36102648273","CARB","CA","San Bernardino",6071,NA,"Gqi Classic Brass Inc","Na",332813,"","ONRE",34.91299,-116.244,"345 Del Sol Rd.","Palm Springs","CA","92262",3414411,"INCLUDE"
10163111,"30102614011","CARB","CA","Orange",6059,NA,"Graham Enterprises","",332812,"","OP",33.77738,-118.00096,"7581 Park Ave","Garden Grove","CA","92841",10163111,"INCLUDE"
828711,"5014302898","CARB","CA","Stanislaus",6099,NA,"GRAHAM PACKAGING PET TECHNOLOGIES INC","GRAHAM PACKAGING PET TECHNOLOGIES INC",337215,"","OP",37.631946,-120.93003,"513 S MCCLURE RD","MODESTO","CA","95357",828711,"INCLUDE"
61911,"19102675916","CARB","CA","Los Angeles",6037,NA,"Grana Industrial Finishers","Na",332813,"","OP",34.00993,-118.19104,"3524 E 14th St.","Los Angeles","CA","90023",61911,"INCLUDE"
2115711,"29042260","CARB","CA","Nevada",6057,NA,"Grande Wood Design","Na",337215,"","OP",39.22189,-121.0063,"12802 Loma Rica Dr","Grass Valley","CA","95945",2115711,"INCLUDE"
2040611,"270715665","CARB","CA","Monterey",6053,NA,"GRANITE CONSTRUCTION CO-ARROYO","GRANITE CONSTRUCTION CO",333120,"","OP",36.27139,-121.34219,"45135 ARROYO SECO ROAD","GREENFIELD","CA","93927",2040611,"INCLUDE"
2040511,"270715663","CARB","CA","Monterey",6053,NA,"GRANITE CONSTRUCTION CO-METZ","GRANITE CONSTRUCTION COMPANY",333120,"","OP",36.3521,-121.20787,"18A METZ ROAD","GREENFIELD","CA","93927",2040511,"INCLUDE"
1626211,"43130315118","CARB","CA","Santa Clara",6085,NA,"GRANITE CONSTRUCTION COMPANY","GRANITE CONSTRUCTION COMPANY",333120,"","OP",36.98501,-121.55925,"3201 OLD MONTEREY RD","GILROY","CA","95020",1626211,"INCLUDE"
14138711,"48130317402","CARB","CA","Solano",6095,NA,"GRANITE TRANSFORMATIONS","GRANITE TRANSFORMATIONS",337110,"","OP",38.245193,-122.062203,"1891 WOOLNER AVE, SUITE E","FAIRFIELD","CA","94533",14138711,"INCLUDE"
2261611,"19102623688","CARB","CA","Los Angeles",6037,NA,"Graphic Finishes Inc","Na",339910,"","OP",34.21997,-118.37105,"11069 Penrose St.","Sun Valley","CA","91352",2261611,"INCLUDE"
10313311,"191026000000","CARB","CA","Los Angeles",6037,NA,"GRAPHIC FINISHES, BENITO A PEDRAZA DBA","",332812,"","OP",34.212824,-118.358138,"7766  SAN FERNANDO RD UNIT 16","SUN VALLEY","CA","91352",10313311,"INCLUDE"
4085111,"19102614175","CARB","CA","Los Angeles",6037,NA,"Graphic Research Inc","Na",332813,"","OP",34.23994,-118.57106,"9334 Mason Ave.","Chatsworth","CA","91311",4085111,"INCLUDE"
3406811,"38130313214","CARB","CA","San Francisco",6075,NA,"Graphic Sportswear","Na",333249,"","OP",37.77306,-122.39758,"1325b 6th Street","San Francisco","CA","94107",3406811,"INCLUDE"
18782211,"41130323626","CARB","CA","San Mateo",6081,NA,"GRAPHIC SPORTSWEAR","GRAPHIC SPORTSWEAR",333249,"","OP",37.646721,-122.400843,"173 UTAH AVENUE","SOUTH SAN FRANCISCO","CA","94080",18782211,"INCLUDE"
7877211,"2904228","CARB","CA","Nevada",6057,NA,"GRASS VALLEY STEEL CAST","GRASS VALLEY STEEL CAST",331513,"","OP",39.21186,-121.04949,"145 E MAIN STREET","GRASS VALLEY","CA","95945",7877211,"INCLUDE"
18781811,"43130324139","CARB","CA","Santa Clara",6085,NA,"GRAY AREA ARQUES LLC C/O GRAYMARK CAPITAL","",334419,"","OP",37.382497,-122.00477,"965 E ARQUES","SUNNYVALE","CA","94085",18781811,"INCLUDE"
1181511,"1910265253","CARB","CA","Los Angeles",6037,NA,"Great American Picture Frame C","Na",339999,"","OP",33.97994,-118.25103,"1020 E 59th St","Los Angeles","CA","90001",1181511,"INCLUDE"
1173811,"19102615478","CARB","CA","Los Angeles",6037,NA,"Great Lakes Carbon Corp","Na",335991,"","ONRE",33.74555,-118.20573,"Pier G Berths 214-215","Long Beach","CA","90748",1173811,"INCLUDE"
13534511,"48130319007","CARB","CA","Solano",6095,NA,"GREEN CLEANERS","GREEN CLEANERS",333318,"","OP",38.081917,-122.191655,"2146 COLUMBUS PKWY","BENICIA","CA","94510",13534511,"INCLUDE"
3417011,"3914301114","CARB","CA","San Joaquin",6077,NA,"GREEN INTERNATIONAL SOLUTIONS INC","GREEN INTERNATIONAL SOLUTIONS INC",332999,"","OP",37.926665,-121.431667,"4121 W LANE","STOCKTON","CA","95204",3417011,"INCLUDE"
226511,"19102610510","CARB","CA","Los Angeles",6037,NA,"GREGG INDUSTRIES INC","GREGG INDUSTRIES INC",331511,"","OP",34.08187,-118.04477,"10460 HICKSON ST","EL MONTE","CA","91731",226511,"INCLUDE"
98011,"19102645600","CARB","CA","Los Angeles",6037,NA,"Greider Co","Na",339999,"","OP",33.90998,-118.39105,"339 Indiana St","El Segundo","CA","90245",98011,"INCLUDE"
4983211,"2414301330","CARB","CA","Merced",6047,NA,"GREIF INDUSTRIAL PACKAGING & SERVS LLC","GREIF INDUSTRIAL PACKAGING & SRVS LLC",332431,"","OP",37.316206,-120.51272,"2400 COOPER AVE","MERCED","CA","95344",4983211,"INCLUDE"
14047611,"361026000000","CARB","CA","San Bernardino",6071,NA,"GREIF PACKAGINGLLC","GREIF PACKAGINGLLC",332439,"","OP",34.10415,-117.46197,"8250  ALMERIA AVE","FONTANA","CA","92335",14047611,"INCLUDE"
10114311,"361026000000","CARB","CA","San Bernardino",6071,NA,"GREJOR COMPANY, INC.","GREJOR COMPANY, INC.",337122,"","OP",34.17146,-117.34527,"2586 SHENANDOAH WAY","SAN BERNARDINO","CA","92415",10114311,"INCLUDE"
331211,"19102679837","CARB","CA","Los Angeles",6037,NA,"Grier Mcguire Inc","Na",333914,"","OP",33.98995,-117.86098,"20325 E Walnut Dr","Industry","CA","91789",331211,"INCLUDE"
17336911,"1514307757","CARB","CA","Kern",6029,NA,"GRIMMWAY ENTERPRISES, INC.","GRIMMWAY ENTERPRISES, INC.",339910,"","OP",35.412558,-119.180961,"CORNER OF HEATH & REINA RD","BAKERSFIELD","CA","93314",17336911,"INCLUDE"
2500411,"301027000000","CARB","CA","Orange",6059,NA,"GRISWOLD INDUSTRIES","GRISWOLD INDUSTRIES",332912,"","OP",33.63612,-117.93291,"1701-41  PLACENTIA AVE","COSTA MESA","CA","92627",2500411,"INCLUDE"
19227211,"191026000000","CARB","CA","Los Angeles",6037,NA,"GRISWOLD INDUSTRIES","GRISWOLD INDUSTRIES",332912,"","OP",33.95601,-118.19594,"8616  OTIS ST","SOUTH GATE","CA","90280",19227211,"INCLUDE"
2249211,"301026000000","CARB","CA","Orange",6059,NA,"Grondorf Field Black & Co","Na",339999,"","OP",33.68996,-117.81105,"2815 Warner Ave","Irvine","CA","92606",2249211,"INCLUDE"
19334111,"5014309250","CARB","CA","Stanislaus",6099,NA,"GROSSI FABRICATION INC","GROSSI FABRICATION INC",332999,"","OP",37.588227,-120.868835,"3200 TULLY RD","HUGHSON","CA","95326",19334111,"INCLUDE"
2083311,"19102616477","CARB","CA","Los Angeles",6037,NA,"Grover Mfg Corp","Na",333318,"","OP",33.99995,-118.12107,"620 So. Vail Av.","Montebello","CA","90640",2083311,"INCLUDE"
333111,"191027000000","CARB","CA","Los Angeles",6037,NA,"GROVER PROD. CO (EIS USE)","GROVER PROD. CO (EIS USE)",336390,"","OP",34.01864,-118.20414,"3424 E OLYMPIC BLVD","LOS ANGELES","CA","90023",333111,"INCLUDE"
14267111,"1130318403","CARB","CA","Alameda",6001,NA,"GRUNDFOS CBS INC","GRUNDFOS CBS INC",333914,"","OP",37.633823,-122.12406,"25568 SEABOARD LANE","HAYWARD","CA","94545",14267111,"INCLUDE"
6711,"101430597","CARB","CA","Fresno",6019,NA,"GRUNDFOS PUMPS CORPORATION","GRUNDFOS PUMPS MANUFACTURING CORPORATION",333914,"","OP",36.779164,-119.68692,"5900 E SHIELDS AVE","FRESNO","CA","93727",6711,"INCLUDE"
3266811,"33102698493","CARB","CA","Riverside",6065,NA,"Gs Creations Inc","Na",337215,"","OP",33.88798,-117.58818,"1346 Railroad St","Corona","CA","91720",3266811,"INCLUDE"
513111,"113039369","CARB","CA","Alameda",6001,NA,"Gsl Inc West","Na",333515,"","OP",37.67905,-121.72144,"2070 Research Drive","Livermore","CA","94550",513111,"INCLUDE"
18782911,"191026000000","CARB","CA","Los Angeles",6037,NA,"GSP ACQUISITION CORP/GARDENA SPECIALIZED","",332813,"","OP",33.88119,-118.28218,"16520 S FIGUEROA ST","GARDENA","CA","90248",18782911,"INCLUDE"
2291811,"4313039637","CARB","CA","Santa Clara",6085,NA,"Gss/Array Technology Inc","Na",334412,"","OP",37.23104,-121.78361,"6835 Via Del Oro","San Jose","CA","95119",2291811,"INCLUDE"
3246011,"33102679831","CARB","CA","Riverside",6065,NA,"Guadalajara Imports Inc","Na",332510,"","OP",33.77993,-116.97094,"885 W 7th St","San Jacinto","CA","92583",3246011,"INCLUDE"
10488511,"1130314916","CARB","CA","Alameda",6001,NA,"GUAVA TECHNOLOGIES INC","GUAVA TECHNOLOGIES INC",334516,"","OP",37.63601,-122.11348,"25801 INDUSTRIAL BLVD","HAYWARD","CA","94545",10488511,"INCLUDE"
19426511,"31162310992","CARB","CA","Placer",6061,NA,"GULFSTREAM - CALIFORNIA, INC","GULFSTREAM - CALIFORNIA, INC",336412,"","OP",38.904904,-121.33891,"1501 AVIATION BLVD","LINCOLN","CA","95648",19426511,"INCLUDE"
10278211,"191026000000","CARB","CA","Los Angeles",6037,NA,"GULFSTREAM AEROSPACE CORPORATION","GULFSTREAM AEROSPACE CORPORATION",336411,"Aircraft, Aerospace, or Related Parts Plant","OP",33.823057,-118.141931,"3495  LAKEWOOD BLVD","LONG BEACH","CA","90808",10278211,"INCLUDE"
372311,"30102625020","CARB","CA","Orange",6059,NA,"Gulton Statham Transducers","Na",334519,"","OP",33.62995,-117.93102,"970 W 16th St","Costa Mesa","CA","92627",372311,"INCLUDE"
497611,"19102625554","CARB","CA","Los Angeles",6037,NA,"Guy Chaddock & Co","Na",337215,"","OP",34.03846,-118.22394,"600-616 S Anderson St","Los Angeles","CA","90023",497611,"INCLUDE"
3137311,"331026000000","CARB","CA","Riverside",6065,NA,"Guy Evans Inc  See Id #111975","Na",337110,"","OP",33.74526,-116.35835,"74-894 Lennon Place","Palm Desert","CA","92260",3137311,"INCLUDE"
19651511,"43130322070","CARB","CA","Santa Clara",6085,NA,"GUZIK TECHNICAL ENTERPRISES","GUZIK TECHNICAL ENTERPRISES",334514,"","OP",37.416336,-122.098792,"2443 WYANDOTTE STREET","MOUNTAIN VIEW","CA","94043",19651511,"INCLUDE"
10192911,"19102648610","CARB","CA","Los Angeles",6037,NA,"GVMR INC, FIBERINE DIV","",336390,"","OP",33.7948,-118.24245,"1633 E SANDISON ST","WILMINGTON","CA","90744",10192911,"INCLUDE"
2162111,"1910262521","CARB","CA","Los Angeles",6037,NA,"H  W  Hull & Sons Inc","Na",337215,"","ONRE",33.90085,-118.27713,"14601-10 S Broadway","Gardena","CA","90247",2162111,"INCLUDE"
14286611,"1130318251","CARB","CA","Alameda",6001,NA,"H & C FINISHERS","H & C FINISHERS",337110,"","OP",37.654603,-122.123512,"21401 CURTIS STREET","HAYWARD","CA","94545",14286611,"INCLUDE"
327411,"19102637367","CARB","CA","Los Angeles",6037,NA,"H & H Enameling Inc","Na",339910,"","OP",33.98997,-118.22108,"2618 E 55th St","Huntington Park","CA","90255",327411,"INCLUDE"
1630711,"30102654388","CARB","CA","Orange",6059,NA,"H & W Mfg","Na",337215,"","ONRE",33.73899,-117.91848,"3695 W Mcfadden","Santa Ana","CA","92704",1630711,"INCLUDE"
2204911,"19102655925","CARB","CA","Los Angeles",6037,NA,"H&L Tooth-'Precision Heat Trea","Na",332811,"","ONRE",33.9844,-118.12465,"1532-1540 S Greenwood Av","Montebello","CA","90640",2204911,"INCLUDE"
13587711,"42112510633","CARB","CA","Santa Barbara",6083,NA,"H&R INVESTMENTS, LP.","MERIDIAN GROUP REAL ESTATE MANAGEMENT, INC.",334516,"","OP",34.386146,-119.487013,"1001 MARK AVENUE","CARPINTERIA","CA","93003",13587711,"INCLUDE"
1208411,"5611347226","CARB","CA","Ventura",6111,NA,"HAAS AUTOMATION","HAAS AUTOMATION",333519,"","OP",34.201881,-119.136354,"2800 STURGIS ROAD","OXNARD","CA","93030",1208411,"INCLUDE"
1474111,"36051900000000","CARB","CA","San Bernardino",6071,NA,"HACKER WALL SYSTEMS","HACKER WALL SYSTEMS",337215,"","OP",34.121,-116.449,"55666 A YUCCA TR","YUCCA VALLEY","CA","92284",1474111,"INCLUDE"
3383911,"43130312722","CARB","CA","Santa Clara",6085,NA,"Hadco Santa Clara Inc","Na",334412,"","OP",37.34909,-121.93309,"445 El Camino Real","Santa Clara","CA","95050",3383911,"INCLUDE"
1589711,"56113422","CARB","CA","Ventura",6111,NA,"HALACO ENGINEERING COMPANY","HALACO ENGINEERING COMPANY",331492,"","OP",34.13697,-119.18398,"6200 PERKINS ROAD","OXNARD","CA","93033",1589711,"INCLUDE"
1480911,"","","CA","San Diego",6073,NA,"Hallmark Circuits Inc","Na",334412,"","OP",32.9425,-117.04138,"13500 Danielson St.","Poway","CA","92064-0000",1480911,"INCLUDE"
252611,"191026000000","CARB","CA","Los Angeles",6037,NA,"Hallmark Mfg Co  Inc","Na",335129,"","OP",34.23999,-118.58104,"9631 Desoto Ave","Chatsworth","CA","91311",252611,"INCLUDE"
134511,"1910264478","CARB","CA","Los Angeles",6037,NA,"Hambro Ind","Na",332813,"","OP",34.22998,-118.3711,"9235 Glenoaks Blvd.","Sun Valley","CA","91352",134511,"INCLUDE"
577511,"36102697558","CARB","CA","San Bernardino",6071,NA,"Hamilton Fixture Inc Hamilton","Na",337215,"","OP",34.03377,-117.53979,"5005 E Philadelphia St","Ontario","CA","91761",577511,"INCLUDE"
3380311,"3712275161","CARB","CA","San Diego",6073,NA,"HAMILTON SUNDSTRAND POWER SYSTEMS","HAMILTON SUNDSTRAND POWER SYSTEMS",333611,"","OP",32.820209,-117.127274,"4400 RUFFIN RD","SAN DIEGO","CA","92123",3380311,"INCLUDE"
10194211,"19102693477","CARB","CA","Los Angeles",6037,NA,"HAMMER COLLECTIONS INC","HAMMER COLLECTIONS INC",337211,"","OP",33.90081,-118.27508,"14427 S MAIN ST","GARDENA","CA","90248",10194211,"INCLUDE"
15689011,"41604764","CARB","CA","Butte",6007,NA,"HAMRE EQUIPMENT","HAMRE EQUIPMENT",333120,"","OP",39.791983,-121.896564,"3930 ESPLANADE","CHICO","CA","95973",15689011,"INCLUDE"
15769211,"19102684343","CARB","CA","Los Angeles",6037,NA,"HAMROCK INC","",331222,"","OP",33.95121,-118.06044,"12521  LOS NIETOS RD","SANTA FE SPRINGS","CA","90670",15769211,"INCLUDE"
13493911,"191026000000","CARB","CA","Los Angeles",6037,NA,"HANNIBAL MATERIAL HANDLING, INC.","HANNIBAL MATERIAL HANDLING, INC.",332999,"","OP",34.008054,-118.234444,"2226-40 E 38TH ST","VERNON","CA","90058",13493911,"INCLUDE"
10321511,"191026000000","CARB","CA","Los Angeles",6037,NA,"Hanssem Corp","",33711,"","OP",33.84212,-118.25805,"20770 Leapwood Ave","Carson","CA","90746",10321511,"INCLUDE"
1192611,"19102662992","CARB","CA","Los Angeles",6037,NA,"Hansteg Sys  Inc","Na",339910,"","OP",34.22769,-118.29815,"Various Locations In Scaqmd","Los Angeles County","CA","91352",1192611,"INCLUDE"
14008211,"43130312484","CARB","CA","Santa Clara",6085,NA,"HARBOR ELECTRONICS INC","HARBOR ELECTRONICS INC",334412,"","OP",37.376346,-121.956739,"3021 KENNETH STREET","SANTA CLARA","CA","95054",14008211,"INCLUDE"
18782311,"43130323420","CARB","CA","Santa Clara",6085,NA,"HARBOR ELECTRONICS, INC","HARBOR ELECTRONICS, INC",334412,"","OP",37.376316,-121.956865,"3021 KENNETH STREET","SANTA CLARA","CA","95054",18782311,"INCLUDE"
10132711,"301026000000","CARB","CA","Orange",6059,NA,"Harbor Refinishing","",337127,"","OP",33.71313,-117.92009,"2640 S Harbor Blvd Ste B","Santa Ana","CA","92704",10132711,"INCLUDE"
3323811,"30102692863","CARB","CA","Orange",6059,NA,"HARBOR TRUCK BODIES INC","HARBOR TRUCK BODIES INC",336211,"","OP",33.91703,-117.85431,"255  VOYAGER AVE","BREA","CA","92821",3323811,"INCLUDE"
311811,"113034004","CARB","CA","Alameda",6001,NA,"Hard Chrome Engineering Compan","Na",332813,"","ONRE",37.73246,-122.17434,"750 107th Avenue","Oakland","CA","94603",311811,"INCLUDE"
7861111,"190502000000000","CARB","CA","Los Angeles",6037,NA,"Hardcast Enterprises  Inc","Na",331492,"","OP",34.69836,-118.14631,"42525 5th Street 'E'","Lancaster","CA","93535",7861111,"INCLUDE"
1640811,"4313031678","CARB","CA","Santa Clara",6085,NA,"HARDCRAFT INDUSTRIES","HARDCRAFT INDUSTRIES",332321,"","OP",37.396196,-121.896872,"2221 RINGWOOD AVENUE","SAN JOSE","CA","95131",1640811,"INCLUDE"
228511,"19102674702","CARB","CA","Los Angeles",6037,NA,"Harden Industries","Na",332999,"","ONRE",33.92626,-118.26128,"13915 S. Main St.","Los Angeles","CA","90061",228511,"INCLUDE"
1980111,"571635287","CARB","CA","Yolo",6113,NA,"HARDWOOD CREATIONS","HARDWOOD CREATIONS",333415,"","OP",38.678039,-121.738256,"1785 EAST MAIN STREET, #2","WOODLAND","CA","95776",1980111,"INCLUDE"
10105211,"361026000000","CARB","CA","San Bernardino",6071,NA,"Hardwood Design","",337122,"","OP",34.0094,-117.68024,"13425 Benson Ave","Chino","CA","91710",10105211,"INCLUDE"
756511,"33102635359","CARB","CA","Riverside",6065,NA,"Harmon Industries","Na",334290,"","OP",33.97993,-117.35098,"3016 Kansas Av","Riverside","CA","92507",756511,"INCLUDE"
2005111,"19102672063","CARB","CA","Los Angeles",6037,NA,"Harold Johnson Optical Laborat","Na",333314,"","OP",33.86993,-118.3011,"1826 W  169th Street","Gardena","CA","90247",2005111,"INCLUDE"
1664711,"4113035870","CARB","CA","San Mateo",6081,NA,"Harold'S Machine Shop","Na",333318,"","ONRE",37.57797,-122.34272,"127 California Drive","Burlingame","CA","94010",1664711,"INCLUDE"
18191211,"31162310048","CARB","CA","Placer",6061,NA,"HARRIS AND BRUNO INT","",333999,"","OP",38.78665,-121.30251,"8555 WASHINGTON AVE","ROSEVILLE","CA","95678",18191211,"INCLUDE"
1374911,"19102622269","CARB","CA","Los Angeles",6037,NA,"Harris Hub Contract Metal Fabr","Na",332510,"","ONRE",34.0714,-118.17565,"4900 Valley Boulevard","Los Angeles","CA","90032",1374911,"INCLUDE"
19290711,"1014302090","CARB","CA","Fresno",6019,NA,"HARRIS MANUFACTURING, INC.","HARRIS MANUFACTURING, INC.",332312,"","OP",36.70426,-119.7384,"4775 E VINE AVE","FRESNO","CA","93725",19290711,"INCLUDE"
9994211,"4313033017","CARB","CA","Santa Clara",6085,NA,"HARRIS STRATEX NETWORKS, INC","HARRIS STRATEX NETWORKS, INC",334220,"","OP",37.41361,-121.95899,"130 ROSE ORCHARD WAY","SAN JOSE","CA","95134",9994211,"INCLUDE"
223511,"191026000000","CARB","CA","Los Angeles",6037,NA,"Harrison Sports  Inc","Na",339920,"","OP",34.26992,-118.41107,"13215 Louvre St","Pacoima","CA","91331",223511,"INCLUDE"
2130211,"1910266113","CARB","CA","Los Angeles",6037,NA,"Harvard Sports Inc","Na",339920,"","OP",33.83992,-118.21106,"2640 E  Del Amo Blvd","Carson","CA","90221",2130211,"INCLUDE"
14239811,"43130318697","CARB","CA","Santa Clara",6085,NA,"HARVEST PROPERTIES","HARVEST PROPERTIES",334510,"","OP",37.373859,-121.969488,"2400 CONDENSA STREET","SANTA CLARA","CA","95051",14239811,"INCLUDE"
342711,"113035084","CARB","CA","Alameda",6001,NA,"HAULAWAY CONTAINERS","HAULAWAY CONTAINERS",332431,"","OP",37.701702,-122.171516,"1995 REPUBLIC AVENUE","SAN LEANDRO","CA","94577",342711,"INCLUDE"
10088011,"41130312533","CARB","CA","San Mateo",6081,NA,"Hauser Woodworking","",333243,"","OP",37.50258,-122.49342,"162 W Point","Half Moon Bay","CA","94019",10088011,"INCLUDE"
20084611,"19102612561","CARB","CA","Los Angeles",6037,NA,"HAWK IND INC","HAWK IND INC",333132,"","OP",33.79921,-118.17549,"1245 E 23RD ST","SIGNAL HILL","CA","90755",20084611,"INCLUDE"
435811,"19102640829","CARB","CA","Los Angeles",6037,NA,"Hawker Pacific Inc","Na",336411,"","OP",34.20115,-118.37699,"11310 Sherman Wy","Sun Valley","CA","91352",435811,"INCLUDE"
738111,"331026000000","CARB","CA","Riverside",6065,NA,"HAYDEN INDUSTRIAL PRODUCTS","HAYDEN INDUSTRIAL PRODUCTS",332117,"","OP",33.883,-117.595,"1531 POMONA RD","CORONA","CA","92880",738111,"INCLUDE"
15869611,"361026000000","CARB","CA","San Bernardino",6071,NA,"HAYDEN INDUSTRIAL PRODUCTS","",333415,"","OP",34.07658,-117.25614,"1393 E SAN BERNARDINO RD","SAN BERNARDINO","CA","92408",15869611,"INCLUDE"
118911,"19102645953","CARB","CA","Los Angeles",6037,NA,"Hayes - Lemmerz International","Na",336340,"","OP",33.87859,-118.02268,"14500 Firestone Bl","La Mirada","CA","90638",118911,"INCLUDE"
18704611,"41604903","CARB","CA","Butte",6007,NA,"HAYS EQUIPMENT SALES","HAYS EQUIPMENT SALES",333922,"","OP",39.469563,-121.578426,"4638 PACIFIC HEIGHTS ROAD","OROVILLE","CA","95965",18704611,"INCLUDE"
205311,"113032577","CARB","CA","Alameda",6001,NA,"HAYWARD CABINET AND CONSTRUCTION","HAYWARD CABINET AND CONSTRUCTI",337110,"","OP",37.6452,-122.1189,"23726 CLAWITER ROAD","HAYWARD","CA","94545",205311,"INCLUDE"
10498911,"1130313974","CARB","CA","Alameda",6001,NA,"HAYWARD POINT EDEN LP C/O CBRE","HAYWARD POINT EDEN LP C/O CBRE",334510,"","OP",37.626222,-122.124377,"3929 POINT EDEN WAY","HAYWARD","CA","94545",10498911,"INCLUDE"
444311,"113036471","CARB","CA","Alameda",6001,NA,"Hcm Research Inc","Na",334613,"","OP",37.51409,-121.97715,"41817 Albrae Street","Fremont","CA","94538",444311,"INCLUDE"
2222711,"43130310438","CARB","CA","Santa Clara",6085,NA,"HEADWAY TECHNOLOGIES INC","HEADWAY TECHNOLOGIES INC",334112,"","OP",37.437833,-121.888755,"497 SO HILLVIEW DR","MILPITAS","CA","95035",2222711,"INCLUDE"
13780311,"43130317196","CARB","CA","Santa Clara",6085,NA,"HEADWAY TECHNOLOGIES INC, STT BLDG 5","HEADWAY TECHNOLOGIES INC,  STT BLDG 5",334419,"","OP",37.425246,-121.89596,"463 SO MILPITAS BLVD","MILPITAS","CA","95035",13780311,"INCLUDE"
