OBJECTID,HUC12,Name,AqHabRank,AqHabSWNorm,AqHabTot,AnadHab,Riparian,Lakes,FreshWetld,MeadowFEW,Ponds,SeepSpring,VernalPool,SaltWetld,Shape_Length,Shape_Area
1044,1.81E+11,Mellville Lake,3,0.6,3,N,Y,Y,Y,N,Y,N,N,N,45323.50768,51402094.86
1045,1.81E+11,Afton Canyon-Mojave River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,61862.57842,114236712.3
1046,1.81E+11,Two Springs,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,47252.67306,87367478.53
1047,1.81E+11,Denning Spring-Amargosa River,2,0.4,2,N,Y,N,Y,Y,Y,Y,N,N,119881.0126,161258993
1048,1.81E+11,Owl Hole Springs,1,0.2,1,N,N,N,Y,Y,Y,Y,N,N,71979.42128,163609862.4
1049,1.81E+11,Copper Canyon,1,0.2,1,N,N,N,Y,N,Y,N,N,N,40550.50999,60162557.23
1050,1.81E+11,Sheep Canyon,3,0.6,3,N,Y,Y,Y,N,Y,N,N,N,39937.84488,54456549.69
1051,1.81E+11,Santa Margarita,1,0.2,1,N,N,N,Y,Y,N,N,N,N,20886.07651,14140620.66
1052,1.81E+11,Miller Creek-Campo Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,45624.66218,107906218.9
1053,1.81E+11,Bow Willow Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,62694.69263,65569342.54
1054,1.81E+11,Lost Valley-Carrizo Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,52309.54938,84473152.08
1055,1.81E+11,Upper Fish Creek Wash,0,0,0,N,N,N,N,N,N,N,N,N,67616.409,123880983
1056,1.81E+11,Gert Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,77788.67376,119329013.2
1057,1.81E+11,Earthquake Valley,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,49675.59094,77930470.02
1058,1.81E+11,Upper Lower Borrego Valley,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,59412.22403,137273233
1059,1.81E+11,Martinez Canyon,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,82403.61438,132099444.6
1060,1.81E+11,Town of Biskra Palms-Whitewater River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,56143.87678,118382230.2
1061,1.81E+11,Upper Quail Wash,0,0,0,N,N,N,N,N,N,N,N,N,53258.74552,84219443.14
1062,1.81E+11,Berdoo Canyon,1,0.2,1,N,N,N,Y,Y,N,N,N,N,64047.65851,94313642.85
1063,1.81E+11,City of Indio-Whitewater River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,114601.5398,190358462.7
1064,1.81E+11,1.81E+11,1,0.2,1,N,N,Y,N,N,N,N,N,N,48155.23439,57690004.88
1065,1.81E+11,Keys Lake,1,0.2,1,N,N,Y,N,N,N,N,N,N,49433.921,113813416.4
1066,1.81E+11,Swede Hill,1,0.2,1,N,N,N,Y,N,N,Y,N,N,51414.48517,128891796.7
1067,1.81E+11,Baxter Wash,0,0,0,N,N,N,N,N,N,N,N,N,45222.93755,83653760.62
1068,1.81E+11,Mojave River Wash-Mojave River,2,0.4,2,N,Y,Y,N,N,N,N,N,N,85471.85927,122025946.8
1069,1.81E+11,Squaw Mountain,1,0.2,1,N,Y,N,N,N,N,N,N,N,83155.80923,78368094.02
1070,1.81E+11,Shoshone Spring-Amargosa River,2,0.4,2,N,Y,N,Y,Y,Y,Y,N,N,71478.79754,156450645.6
1071,1.81E+11,Carson Slough,1,0.2,1,N,N,N,Y,Y,N,Y,N,N,37377.11121,39831286.85
1072,1.81E+11,Yuha Wash,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,61786.87143,122861669
1073,1.81E+11,Lower Coyote Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,65988.23898,155734105.1
1074,1.81E+11,West Mesa,3,0.6,3,N,Y,Y,Y,N,Y,N,N,N,54941.37047,95346251.25
1075,1.81E+11,Fish Creek Mountains,1,0.2,1,N,Y,N,N,N,N,N,N,N,43089.60047,59296746.46
1076,1.81E+11,Harpers Well-San Felipe Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,84514.67665,136759394.5
1077,1.81E+11,Kane Spring-Frontal Salton Sea,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,54130.85076,95988168.7
1078,1.81E+11,Buried Mountain,0,0,0,N,N,N,N,N,N,N,N,N,50396.29075,83763178.81
1079,1.81E+11,Lower Salt Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,38919.19971,49161286.55
1080,1.81E+11,Wilson Canyon-Pinto Wash,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,94747.6483,144794974.3
1081,1.81E+11,Pinto Mountain,0,0,0,N,N,N,N,N,N,N,N,N,53833.10325,73784934.74
1082,1.81E+11,Town of Bagdad,1,0.2,1,N,N,N,Y,N,Y,N,N,N,42680.61788,66386962.29
1083,1.81E+11,Budweiser Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,86437.33116,158747384.1
1084,1.81E+11,Shortz Lake-Frontal Soda Lake,1,0.2,1,N,N,Y,N,N,N,N,N,N,102130.5247,135081348.8
1085,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,40785.89472,47304996.69
1086,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,41590.16114,60198828.24
1087,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,44612.88926,52824961.74
1088,1.61E+11,1.61E+11,1,0.2,1,N,Y,N,N,N,N,N,N,N,6759.202302,1221681.942
1089,1.61E+11,Manse Ranch Springs,0,0,0,N,N,N,N,N,N,N,N,N,6032.290969,1613695.07
1090,1.61E+11,Lost Cabin Spring,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,641.1891334,14209.80027
1091,1.81E+11,Town of Calipatria-Alamo River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,143492.8105,387143249.9
1092,1.81E+11,1.81E+11,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,65925.04881,52508050.46
1093,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,45288.07554,62677170.06
1094,1.81E+11,Gulliday Well,0,0,0,N,N,N,N,N,N,N,N,N,67589.84414,77862330.1
1095,1.81E+11,San Bernardino Wash-Pinto Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,120560.267,196878354
1096,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,48901.0331,84605427.57
1097,1.81E+11,Amboy Crater,3,0.6,3,N,Y,Y,Y,N,Y,Y,N,N,53343.10987,111789669.3
1098,1.81E+11,1.81E+11,1,0.2,1,N,N,Y,N,N,N,N,N,N,62020.57147,117478963.4
1099,1.81E+11,Town of Chambless,1,0.2,1,N,N,N,Y,N,N,Y,N,N,76338.62537,189556710.5
1100,1.81E+11,Marl Spring-Kelso Wash,0,0,0,N,N,N,N,N,N,N,N,N,47964.01751,92700603.15
1101,1.81E+11,Lower Cedar Wash,0,0,0,N,N,N,N,N,N,N,N,N,65359.70844,82515122.01
1102,1.81E+11,Upper Cedar Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,64475.19614,110277432.4
1103,1.81E+11,Town of Amos,0,0,0,N,N,N,N,N,N,N,N,N,63327.51761,113426600.6
1104,1.50E+11,1.50E+11,0,0,0,N,N,N,N,N,N,N,N,N,85186.58416,151435818.3
1105,1.81E+11,Sharp Peak,1,0.2,1,N,Y,N,N,N,N,N,N,N,61379.80127,81674252.17
1106,1.81E+11,Augustine Pass,0,0,0,N,N,N,N,N,N,N,N,N,59441.22776,71129713.94
1107,1.81E+11,1.81E+11,1,0.2,1,N,Y,N,N,N,N,N,N,N,63912.10191,97503204.84
1108,1.81E+11,181001003505-Schulyler Wash,0,0,0,N,N,N,N,N,N,N,N,N,64508.39489,42122857.74
1109,1.81E+11,Upper Black Canyon Wash,0,0,0,N,N,N,N,N,N,N,N,N,40903.92819,48478794.71
1110,1.61E+11,Town of Nipton-Frontal Ivanpah Lake,1,0.2,1,N,Y,N,N,N,N,N,N,N,31204.98713,36964985.95
1111,1.81E+11,Town of Clyde,1,0.2,1,N,Y,N,N,N,N,N,N,N,49688.89781,43485440.9
1112,1.50E+11,Headwaters Milpitas Wash,0,0,0,N,N,N,N,N,N,N,N,N,70624.83713,71223673.53
1113,1.50E+11,Geode Beds-Milpitas Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,91987.13316,91376725.71
1114,1.50E+11,150301041005-Milpitas Wash,0,0,0,N,N,N,N,N,N,N,N,N,74030.49858,122257218.5
1115,1.81E+11,1.81E+11,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,55091.53163,72374836.68
1116,1.81E+11,Tank Spring,1,0.2,1,N,N,N,Y,N,Y,N,N,N,48514.63897,54774387.28
1117,1.50E+11,Upper McCoy Wash,0,0,0,N,N,N,N,N,N,N,N,N,64255.75668,78843726.76
1118,1.81E+11,Town of Rice,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,54442.95752,134488816.2
1119,1.81E+11,Old Woman Statue,2,0.4,2,N,Y,Y,N,N,N,N,N,N,81536.01746,120374672.4
1120,1.81E+11,Stepladder Mountains,0,0,0,N,N,N,N,N,N,N,N,N,43925.98185,64175219.28
1121,1.81E+11,181001003909-Homer Wash,0,0,0,N,N,N,N,N,N,N,N,N,67129.48025,129822791
1122,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,40131.59078,47036339.17
1123,1.50E+11,Homer Mountain-Piute Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,55087.48116,91448077.69
1124,1.50E+11,1.50E+11,1,0.2,1,N,Y,N,N,N,N,N,N,N,32104.97922,49023034.53
1125,1.50E+11,Araz Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,35934.85867,21377348.33
1126,1.50E+11,Senator Wash,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,48525.28381,54320635.72
1127,1.50E+11,Three Finger Lake-Milpitas Wash,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,46091.76741,59951302.71
1128,1.50E+11,Colorado River-Cibola Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,113619.0378,71866416.75
1129,1.50E+11,Black Hill,1,0.2,1,N,Y,N,N,N,N,N,N,N,43184.84505,69661990.72
1130,1.50E+11,Castle Rock-Upper Vidal Valley,1,0.2,1,N,N,N,Y,N,N,Y,N,N,83113.94155,98412736.92
1131,1.50E+11,Riverside Mountains Area,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,35167.59048,41905953.46
1132,1.50E+11,Eagle Pass,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,68999.23139,66325354.76
1133,1.50E+11,Lobecks Pass,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,59472.30417,121803921.9
1134,1.50E+11,Montana Wash-Colorado River,2,0.4,2,N,Y,N,Y,N,N,Y,N,N,38525.76028,52373934.47
1135,1.50E+11,Colorado River-Mittry Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,32034.59133,45312883.9
1136,1.50E+11,Whipple Well,2,0.4,2,N,Y,Y,N,N,N,N,N,N,45785.25631,68322892.99
1137,1.50E+11,Whipple Wash,3,0.6,3,N,Y,Y,Y,Y,N,Y,N,N,59124.11854,87380398.13
1138,1.50E+11,Gene Wash-Colorado River,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,42526.32824,54323540.09
1139,1.81E+11,San Pablo Bay Estuaries,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,441952.3506,346900775.6
1140,1.80E+11,Jones Drain-Merced River,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,107716.0154,112108937.9
1141,1.81E+11,Cadiz Lake,2,0.4,2,N,Y,Y,N,N,N,N,N,N,227826.8262,433558853
1142,1.80E+11,Lower Mattole River,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,80030.95808,156000951.1
1143,1.80E+11,Upper North Fork Mattole River,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,39125.03287,67990048.31
1144,1.80E+11,Guthrie Creek-Frontal Pacific Ocean,4,0.8,4,Y,Y,N,Y,Y,Y,N,N,Y,56300.26227,62142342.45
1145,1.80E+11,Elk River,4,0.8,4,Y,Y,N,Y,Y,Y,N,N,Y,75748.29724,145012522.7
1146,1.71E+11,South Fork Winchuck River-Winchuck River,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,29363.3018,31937736.32
1147,1.80E+11,Little River-Frontal Pacific Ocean,4,0.8,4,Y,Y,N,Y,Y,Y,N,N,Y,69854.93164,35637945.56
1148,1.80E+11,Jackass Creek-Frontal Pacific Ocean,3,0.6,3,Y,Y,N,Y,N,Y,N,N,N,76763.53281,41709408.93
1149,1.80E+11,Canoe Creek-South Fork Eel River,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,61073.4848,122274694.4
1150,1.80E+11,Hoagland Creek-Van Duzen River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,59794.908,98912827.17
1151,1.80E+11,Lacks Creek-Redwood Creek,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,47933.06062,115841591.8
1152,1.80E+11,Maple Creek-Mad River,4,0.8,4,Y,Y,Y,Y,N,Y,N,N,N,76763.62266,133558886.1
1153,1.80E+11,McArthur Creek-Redwood Creek,4,0.8,4,Y,Y,N,Y,Y,Y,N,N,Y,52540.89706,106264771.6
1154,1.80E+11,Prairie Creek,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,62584.56212,102891145.6
1155,1.80E+11,Pine Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,67826.6394,127113675.5
1156,1.80E+11,Lower Blue Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,56643.67281,94493165.65
1157,1.80E+11,Lower Middle Fork Smith River,2,0.4,2,N,Y,N,Y,N,N,Y,N,N,76517.91587,110508022.7
1158,1.80E+11,Big Salmon Creek,4,0.8,4,Y,Y,N,Y,Y,N,N,N,Y,36261.38442,34400868.5
1159,1.80E+11,South Fork Noyo River,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,44413.3137,71068792.11
1160,1.80E+11,North Fork Navarro River,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,38045.81693,42483370.03
1161,1.80E+11,South Fork Ten Mile River,4,0.8,4,Y,Y,N,Y,Y,Y,N,N,Y,54691.39208,100466482.7
1162,1.80E+11,North Fork Noyo River,2,0.4,2,Y,Y,N,N,N,N,N,N,N,38116.75884,64957473.93
1163,1.80E+11,Bell Springs Creek,2,0.4,2,Y,N,N,Y,Y,Y,N,N,N,32169.29077,51623818.75
1164,1.80E+11,Boulder Creek-Eel River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,53427.71998,122706977.5
1165,1.80E+11,Upper Larabee Creek,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,58890.35357,123702920.1
1166,1.80E+11,North Dobbyn Creek,3,0.6,3,Y,N,Y,Y,Y,Y,N,N,N,31962.35945,44002995.59
1167,1.80E+11,South Dobbyn Creek,3,0.6,3,Y,N,Y,Y,Y,Y,N,N,N,54288.15782,103153962.5
1168,1.80E+11,McDonald Creek-Trinity River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,43153.37335,80341699.44
1169,1.80E+11,Supply Creek,1,0.2,1,N,Y,N,N,N,N,N,N,N,33541.70862,41708542.56
1170,1.80E+11,Bluff Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,82737.2952,192084265.9
1171,1.80E+11,Upper South Fork Smith River,3,0.6,3,N,Y,Y,Y,N,Y,N,N,N,55013.19544,115343529.7
1172,1.71E+11,Elk Creek-West Fork Illinois River,2,0.4,2,N,Y,Y,N,N,N,N,N,N,30568.97072,44323102.09
1173,1.80E+11,Upper Garcia River,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,61825.2,84881455.29
1174,1.80E+11,East Fork Russian River-Russian River,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,42136.51611,47456432.07
1175,1.80E+11,Stoner Creek-Eel River,3,0.6,3,Y,N,Y,Y,Y,N,N,N,N,49332.51585,81249618.5
1176,1.80E+11,Division Creek-Eel River,2,0.4,2,Y,N,N,Y,Y,Y,N,N,N,31969.3501,47385806.07
1177,1.80E+11,Mill Creek-Outlet Creek,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,56539.3647,86598598.14
1178,1.80E+11,Big French Creek,1,0.2,1,N,Y,N,N,N,N,N,N,N,47089.09203,99977521.99
1179,1.80E+11,Little French Creek-Trinity River,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,58357.82671,112558831.2
1180,1.80E+11,Methodist Creek-South Fork Salmon River,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,58394.46454,73331043.24
1181,1.80E+11,Black Bear Creek-South Fork Salmon River,2,0.4,2,N,Y,Y,N,N,N,N,N,N,63670.75259,137478762.8
1182,1.80E+11,East Fork Indian Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,39427.58987,41948050.58
1183,1.80E+11,Thompson Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,45760.71849,91688321
1184,1.80E+11,Willow Creek-Russian River,4,0.8,4,Y,Y,N,Y,Y,Y,N,N,Y,38297.4605,63132363.65
1185,1.80E+11,Bucknell Creek,2,0.4,2,Y,Y,N,N,N,N,N,N,N,33992.53848,47245229.45
1186,1.80E+11,Cold Creek,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,39914.03117,57882860.19
1187,1.80E+11,Hammerhorn Creek-Middle Fork Eel River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,46828.71552,84277296.68
1188,1.80E+11,Fly Creek-Middle Fork Eel River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,36746.43064,52568406.24
1189,1.80E+11,North Fork Middle Fork Eel River,3,0.6,3,Y,Y,Y,N,N,N,N,N,N,44459.59547,82596991.1
1190,1.80E+11,East Fork North Fork Trinity River,1,0.2,1,N,Y,N,N,N,N,N,N,N,58227.72554,119600155.1
1191,1.80E+11,Upper Coffee Creek,3,0.6,3,N,Y,Y,Y,Y,Y,Y,N,N,54494.9243,116943478.3
1192,1.80E+11,Mill Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,33714.94613,57845122.58
1193,1.80E+11,Indian Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,39837.7168,47343613.68
1194,1.71E+11,Silver Fork-Elliott Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,31224.14777,45139457.7
1195,1.80E+11,Cow Creek-Grouse Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,17641.83372,5132248.394
1196,1.81E+11,Chileno Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,47687.54529,52709356.39
1197,1.80E+11,Brooks Creek-Russian River,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,63183.3109,69912639.82
1198,1.80E+11,Dry Creek-Putah Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,45352.86716,82892555.16
1199,1.80E+11,Kelsey Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,82514.90968,115254160.5
1200,1.80E+11,Schindler Creek-Frontal Clear Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,58683.47584,62278548.22
1201,1.80E+11,Burns Valley-Frontal Clear Lake,2,0.4,2,N,N,Y,Y,Y,Y,N,N,N,47257.49344,48160909.18
1202,1.80E+11,Wolf Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,34220.05154,48203694.73
1203,1.80E+11,Indian Valley Reservoir-North Fork Cache Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,62947.79587,115012169.6
1204,1.80E+11,North Fork Stony Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,40250.52792,58520372.98
1205,1.80E+11,Fish Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,40986.77051,81053962.4
1206,1.80E+11,Salt Creek,2,0.4,2,N,Y,Y,N,N,N,N,N,N,45773.00879,53724092.46
1207,1.80E+11,Grass Valley Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,57519.70456,95485173.54
1208,1.80E+11,Eagle Creek-Trinity River,3,0.6,3,N,Y,Y,Y,Y,Y,Y,N,N,57103.06763,99811715.4
1209,1.80E+11,Hamlin Gulch-Scott River,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,65653.09666,131011739.1
1210,1.80E+11,Upper East Fork Scott River,3,0.6,3,N,Y,Y,Y,Y,Y,Y,N,N,55881.94176,149384484.9
1211,1.80E+11,Julien Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,51677.20843,86399991.08
1212,1.80E+11,Parks Creek,3,0.6,3,N,Y,Y,Y,Y,Y,Y,N,N,80322.5675,140149956.2
1213,1.80E+11,Upper Cottonwood Creek,1,0.2,1,N,Y,N,N,N,N,N,N,N,16807.4574,9747810.942
1214,1.81E+11,Scott Creek,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,41523.49764,77346446.86
1215,1.81E+11,San Mateo Creek Frontal San Francisco Bay Estuaries,4,0.8,4,N,Y,Y,Y,Y,Y,N,N,Y,73223.25495,85757385.21
1216,1.81E+11,Richardson Bay-San Francisco Bay,4,0.8,4,Y,N,Y,Y,Y,N,N,N,Y,195613.0129,219102049
1217,1.81E+11,Carneros Creek-Frontal San Pablo Bay Estuaries,5,1,5,Y,Y,Y,Y,Y,N,N,N,Y,79507.15194,77057911.45
1218,1.81E+11,Rector Creek-Conn Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,46262.14388,57767165.19
1219,1.80E+11,Cortina Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,80900.54326,144125572
1220,1.80E+11,Lurline Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,62926.6381,86544862.04
1221,1.80E+11,Willow Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,90757.8529,91654876.15
1222,1.80E+11,The Lagoon-Sacramento River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,118530.4923,85044112.88
1223,1.80E+11,Jackson Spring Creek-Elmore Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,48747.65915,64436601.81
1224,1.80E+11,Kopta Slough,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,48567.12866,78173822.7
1225,1.80E+11,Hooker Creek,4,0.8,4,Y,Y,Y,Y,N,N,N,Y,N,60928.71688,68427776.17
1226,1.80E+11,Lower Reeds Creek,4,0.8,4,Y,Y,Y,Y,Y,N,N,Y,N,69041.26769,87356011.04
1227,1.80E+11,Lower Cottonwood Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,Y,N,47658.02241,90276686.59
1228,1.80E+11,Sulphur Creek-Sacramento River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,70496.38858,126166447.9
1229,1.80E+11,Lower Little Cow Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,51604.91429,79927389.89
1230,1.80E+11,Slate Creek,2,0.4,2,N,Y,N,Y,Y,N,Y,N,N,47321.55172,82051858.42
1231,1.80E+11,Lower Squaw Valley Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,72428.16429,152744876.5
1232,1.80E+11,The Whaleback-Sheep Rock,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,66803.51858,159079758.8
1233,1.80E+11,Lower Little Shasta River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,52182.44889,76741093.61
1234,1.80E+11,Steamboat Lake-Shasta River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,68981.92318,86309284.74
1235,1.80E+11,Willow Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,77247.8548,151496896.4
1236,1.81E+11,Bixby Creek-Frontal Pacific Ocean,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,76313.07146,95110168.27
1237,1.81E+11,Carmel Bay,3,0.6,3,N,Y,N,Y,Y,N,N,N,Y,42120.97828,11508255.27
1238,1.81E+11,Soquel Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,68694.66021,110098082.7
1239,1.81E+11,Saratoga Creek,3,0.6,3,N,Y,N,Y,Y,N,N,N,Y,61636.4297,49057989.18
1240,1.81E+11,San Tomas Aquinas Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,41139.31214,58554328.18
1241,1.81E+11,Alamo Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,40323.50257,43355060.53
1242,1.81E+11,Arroyo de la Laguna,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,56399.31058,77845589.39
1243,1.81E+11,Las Trampas Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,47156.83641,69078047.57
1244,1.80E+11,Upper Ulatis Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,60903.77062,74948503.96
1245,1.80E+11,Alamo Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,69670.62412,71791049.13
1246,1.80E+11,Pleasants Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,38503.39157,42941329
1247,1.80E+11,Dry Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,43682.98874,56949512.44
1248,1.80E+11,Goodnow Slough-Cache Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,118191.8101,239052666.4
1249,1.80E+11,Bird Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,46375.92649,48740679.79
1250,1.80E+11,Campbell Creek-Pine Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,Y,N,70245.94089,121997185.3
1251,1.80E+11,Lower Bear Creek,4,0.8,4,Y,Y,Y,Y,Y,N,N,Y,N,40548.09904,43966847.16
1252,1.80E+11,Oak Run Creek,3,0.6,3,Y,Y,N,Y,Y,Y,N,Y,N,84934.55266,109182924.1
1253,1.80E+11,Morgan Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,33383.83225,40974583.51
1254,1.80E+11,North Fork Bear Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,44698.49083,69760425.23
1255,1.80E+11,Montgomery Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,52512.70365,93904043.16
1256,1.80E+11,Hawkins Creek,1,0.2,1,N,Y,N,N,N,N,N,N,N,35563.27894,46271843.95
1257,1.80E+11,Racoon Creek-McCloud River,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,42364.95767,54595123.76
1258,1.80E+11,Pollic Flat,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,34223.54603,48489315.85
1259,1.80E+11,Edson Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,50648.31427,76350284.18
1260,1.80E+11,Hayden Creek,0,0,0,N,N,N,N,N,N,N,N,N,82.6691935,312.5416003
1261,1.81E+11,Alisal Slough-Tembladero Slough,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,68411.26827,144083772.3
1262,1.81E+11,Elkhorn Slough,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,90485.68554,184118680.1
1263,1.81E+11,Alisal Creek-Salinas River,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,132630.9211,292919635
1264,1.81E+11,Little Llagas Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,40014.04914,62289347.46
1265,1.81E+11,Canoas Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,36988.53242,51132479.89
